opsCode,opsText,opsText_alt,Kombiprodukt,Substanzangabe_aus_OPS-Code,1Substanz_allg_engl_INN_oder_sonst,2Substanz_allg_engl_INN_oder_sonst,3Substanz_allg_engl_INN_oder_sonst,4Substanz_allg_engl_INN_oder_sonst,Einheit_Wert_min,Einheit_Wert_max,UCUM-Code,UCUM-Description,Kommentar SZ,Routes and Methods of Administration - Concept Code,Routes and Methods of Administration - Term,Administration Method - ID,Administration Method - Name,Code Intended Site (EDQM),Intended Site (EDQM),Routes and Methods of Administration - Concept Code.1,Routes and Methods of Administration - Term.1,Administration Method - ID.1,Administration Method - Name.1,Code Intended Site (EDQM).1,Intended Site (EDQM).1,EU-Zulassung? ,Strenght,Pharmaceutical Form,Packaging,Handelsname-Beispiel (Invented name),Kombi_ja_nein_beides,Substanzname_Stoffkatalog,Substanz_genau_Bezeichnung_engl,UNII_Substanz_genau,ASK_Substanz_genau,CAS_Substanz_genau,Subst_genau_gleich_Subst_allgemein,Substanz_allg_engl_INN_oder_sonst,INN_englisch,UNII_Substanz_allg,ASK_Substanz_allg,CAS_Substanz_allg,Substanzname_ATC_DIMDI-Liste,ATC-Code_y,ATC-Code2_y,ATC-Code3_y,ATC-Code4_y,ATC-Code5_y,Bemerkung_zur_Substanz
6-003.r3,Parenterale Applikation von 15.000 IE bis unter 20.000 IE Erwinase,Parenterale Applikation von 15.000 IE bis unter 20.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,15000,20000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.r4,Parenterale Applikation von 20.000 IE bis unter 25.000 IE Erwinase,Parenterale Applikation von 20.000 IE bis unter 25.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,20000,25000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.r5,Parenterale Applikation von 25.000 IE bis unter 30.000 IE Erwinase,Parenterale Applikation von 25.000 IE bis unter 30.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,25000,30000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.r6,Parenterale Applikation von 30.000 IE bis unter 35.000 IE Erwinase,Parenterale Applikation von 30.000 IE bis unter 35.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,30000,35000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.r7,Parenterale Applikation von 35.000 IE bis unter 40.000 IE Erwinase,Parenterale Applikation von 35.000 IE bis unter 40.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,35000,40000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.r8,Parenterale Applikation von 40.000 IE bis unter 45.000 IE Erwinase,Parenterale Applikation von 40.000 IE bis unter 45.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,40000,45000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.r9,Parenterale Applikation von 45.000 IE bis unter 50.000 IE Erwinase,Parenterale Applikation von 45.000 IE bis unter 50.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,45000,50000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.ra,Parenterale Applikation von 50.000 IE bis unter 60.000 IE Erwinase,Parenterale Applikation von 50.000 IE bis unter 60.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,50000,60000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.rb,Parenterale Applikation von 60.000 IE bis unter 70.000 IE Erwinase,Parenterale Applikation von 60.000 IE bis unter 70.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,60000,70000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.rc,Parenterale Applikation von 70.000 IE bis unter 80.000 IE Erwinase,Parenterale Applikation von 70.000 IE bis unter 80.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,70000,80000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.rd,Parenterale Applikation von 80.000 IE bis unter 90.000 IE Erwinase,Parenterale Applikation von 80.000 IE bis unter 90.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,80000,90000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.re,Parenterale Applikation von 90.000 IE bis unter 100.000 IE Erwinase,Parenterale Applikation von 90.000 IE bis unter 100.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,90000,100000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.rf,Parenterale Applikation von 100.000 IE bis unter 120.000 IE Erwinase,Parenterale Applikation von 100.000 IE bis unter 120.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,100000,120000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.rg,Parenterale Applikation von 120.000 IE bis unter 140.000 IE Erwinase,Parenterale Applikation von 120.000 IE bis unter 140.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,120000,140000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.rh,Parenterale Applikation von 140.000 IE bis unter 160.000 IE Erwinase,Parenterale Applikation von 140.000 IE bis unter 160.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,140000,160000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.rj,Parenterale Applikation von 160.000 IE bis unter 180.000 IE Erwinase,Parenterale Applikation von 160.000 IE bis unter 180.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,160000,180000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.rk,Parenterale Applikation von 180.000 IE bis unter 200.000 IE Erwinase,Parenterale Applikation von 180.000 IE bis unter 200.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,180000,200000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.rm,Parenterale Applikation von 200.000 IE bis unter 240.000 IE Erwinase,Parenterale Applikation von 200.000 IE bis unter 240.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,200000,240000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.rn,Parenterale Applikation von 240.000 IE bis unter 280.000 IE Erwinase,Parenterale Applikation von 240.000 IE bis unter 280.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,240000,280000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.rp,Parenterale Applikation von 280.000 IE bis unter 320.000 IE Erwinase,Parenterale Applikation von 280.000 IE bis unter 320.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,280000,320000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.rq,Parenterale Applikation von 320.000 IE bis unter 360.000 IE Erwinase,Parenterale Applikation von 320.000 IE bis unter 360.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,320000,360000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.rr,Parenterale Applikation von 360.000 IE bis unter 400.000 IE Erwinase,Parenterale Applikation von 360.000 IE bis unter 400.000 IE L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,360000,400000,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.rs,Parenterale Applikation von 400.000 IE oder mehr Erwinase,Parenterale Applikation von 400.000 IE oder mehr L-Asparaginase aus Erwinia chrysanthemi,0,Erwinase,crisantaspase,,,,400000,,[IU],international unit,,20035000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-003.s0,Intravenöse Applikation von 125 mg bis unter 250 mg Abatacept bei Patienten unter 15 Jahren,,0,Abatacept,abatacept,,,,125,250,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Orencia,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.s1,Intravenöse Applikation von 250 mg bis unter 500 mg Abatacept bei Patienten unter 15 Jahren,,0,Abatacept,abatacept,,,,250,500,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Orencia,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.s2,Intravenöse Applikation von 500 mg bis unter 750 mg Abatacept,,0,Abatacept,abatacept,,,,500,750,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Orencia,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.s3,Intravenöse Applikation von 750 mg bis unter 1.000 mg Abatacept,,0,Abatacept,abatacept,,,,750,1000,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Orencia,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.s4,Intravenöse Applikation von 1.000 mg bis unter 1.250 mg Abatacept,,0,Abatacept,abatacept,,,,1000,1250,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Orencia,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.s5,Intravenöse Applikation von 1.250 mg bis unter 1.500 mg Abatacept,,0,Abatacept,abatacept,,,,1250,1500,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Orencia,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.s6,Intravenöse Applikation von 1.500 mg bis unter 1.750 mg Abatacept,,0,Abatacept,abatacept,,,,1500,1750,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Orencia,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.s7,Intravenöse Applikation von 1.750 mg bis unter 2.000 mg Abatacept,,0,Abatacept,abatacept,,,,1750,2000,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Orencia,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.s8,Intravenöse Applikation von 2.000 mg bis unter 2.250 mg Abatacept,,0,Abatacept,abatacept,,,,2000,2250,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Orencia,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.s9,Intravenöse Applikation von 2.250 mg bis unter 2.500 mg Abatacept,,0,Abatacept,abatacept,,,,2250,2500,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Orencia,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.sa,Intravenöse Applikation von 2.500 mg bis unter 2.750 mg Abatacept,,0,Abatacept,abatacept,,,,2500,2750,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Orencia,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.sb,Intravenöse Applikation von 2.750 mg bis unter 3.000 mg Abatacept,,0,Abatacept,abatacept,,,,2750,3000,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Orencia,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.sc,Intravenöse Applikation von 3.000 mg oder mehr Abatacept,,0,Abatacept,abatacept,,,,3000,,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,,Parenteral,,,,,,,ja,,Powder for concentrate for solution for infusion,,Orencia,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.tb,"Subkutane Applikation von 50,0 mg bis unter 87,5 mg Abatacept bei Patienten unter 15 Jahren",,0,Abatacept,abatacept,,,,,,,,,,,,,,,,,,,,,,,,,,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.tc,"Subkutane Applikation von 87,5 mg bis unter 125,0 mg Abatacept bei Patienten unter 15 Jahren",,0,Abatacept,abatacept,,,,,,,,,,,,,,,,,,,,,,,,,,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.td,"Subkutane Applikation von 125,0 mg bis unter 250,0 mg Abatacept bei Patienten unter 15 Jahren",,0,Abatacept,abatacept,,,,,,,,,,,,,,,,,,,,,,,,,,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.te,"Subkutane Applikation von 250,0 mg bis unter 375,0 mg Abatacept",,0,Abatacept,abatacept,,,,,,,,,,,,,,,,,,,,,,,,,,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.tf,"Subkutane Applikation von 375,0 mg bis unter 500,0 mg Abatacept",,0,Abatacept,abatacept,,,,,,,,,,,,,,,,,,,,,,,,,,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.tg,"Subkutane Applikation von 500,0 mg bis unter 625,0 mg Abatacept",,0,Abatacept,abatacept,,,,,,,,,,,,,,,,,,,,,,,,,,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.th,"Subkutane Applikation von 625,0 mg bis unter 750,0 mg Abatacept",,0,Abatacept,abatacept,,,,,,,,,,,,,,,,,,,,,,,,,,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.tj,"Subkutane Applikation von 750,0 mg bis unter 875,0 mg Abatacept",,0,Abatacept,abatacept,,,,,,,,,,,,,,,,,,,,,,,,,,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.tk,"Subkutane Applikation von 875,0 mg bis unter 1.000,0 mg Abatacept",,0,Abatacept,abatacept,,,,,,,,,,,,,,,,,,,,,,,,,,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.tm,"Subkutane Applikation von 1.000,0 mg bis unter 1.125,0 mg Abatacept",,0,Abatacept,abatacept,,,,,,,,,,,,,,,,,,,,,,,,,,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.tn,"Subkutane Applikation von 1.125,0 mg bis unter 1.250,0 mg Abatacept",,0,Abatacept,abatacept,,,,,,,,,,,,,,,,,,,,,,,,,,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.tp,"Subkutane Applikation von 1.250,0 mg bis unter 1.375,0 mg Abatacept",,0,Abatacept,abatacept,,,,,,,,,,,,,,,,,,,,,,,,,,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.tq,"Subkutane Applikation von 1.375,0 mg bis unter 1.500,0 mg Abatacept",,0,Abatacept,abatacept,,,,,,,,,,,,,,,,,,,,,,,,,,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-003.tr,"Subkutane Applikation von 1.500,0 mg oder mehr Abatacept",,0,Abatacept,abatacept,,,,,,,,,,,,,,,,,,,,,,,,,,n,Abatacept,abatacept,7D0YB67S97,34008,332348-12-6,,abatacept,abatacept,7D0YB67S97,34008,332348-12-6,Abatacept,L04AA24,,,,,
6-004.00,Parenterale Applikation von 15 mg bis unter 30 mg Palivizumab bei Patienten unter 3 Jahren,,0,Palivizumab,palivizumab,,,,15,30,mg,milligram,,20035000,Intramuscular use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,,,,,,n,Palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,,palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,Palivizumab,J06BB16,,,,,
6-004.01,Parenterale Applikation von 30 mg bis unter 45 mg Palivizumab bei Patienten unter 3 Jahren,,0,Palivizumab,palivizumab,,,,30,45,mg,milligram,,20035000,Intramuscular use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,,,,,,n,Palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,,palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,Palivizumab,J06BB16,,,,,
6-004.02,Parenterale Applikation von 45 mg bis unter 60 mg Palivizumab bei Patienten unter 3 Jahren,,0,Palivizumab,palivizumab,,,,45,60,mg,milligram,,20035000,Intramuscular use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,,,,,,n,Palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,,palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,Palivizumab,J06BB16,,,,,
6-004.03,Parenterale Applikation von 60 mg bis unter 75 mg Palivizumab bei Patienten unter 3 Jahren,,0,Palivizumab,palivizumab,,,,60,75,mg,milligram,,20035000,Intramuscular use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,,,,,,n,Palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,,palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,Palivizumab,J06BB16,,,,,
6-004.04,Parenterale Applikation von 75 mg bis unter 90 mg Palivizumab bei Patienten unter 3 Jahren,,0,Palivizumab,palivizumab,,,,75,90,mg,milligram,,20035000,Intramuscular use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,,,,,,n,Palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,,palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,Palivizumab,J06BB16,,,,,
6-004.05,Parenterale Applikation von 90 mg bis unter 120 mg Palivizumab bei Patienten unter 3 Jahren,,0,Palivizumab,palivizumab,,,,90,120,mg,milligram,,20035000,Intramuscular use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,,,,,,n,Palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,,palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,Palivizumab,J06BB16,,,,,
6-004.06,Parenterale Applikation von 120 mg bis unter 150 mg Palivizumab bei Patienten unter 3 Jahren,,0,Palivizumab,palivizumab,,,,120,150,mg,milligram,,20035000,Intramuscular use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,,,,,,n,Palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,,palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,Palivizumab,J06BB16,,,,,
6-004.07,Parenterale Applikation von 150 mg bis unter 180 mg Palivizumab bei Patienten unter 3 Jahren,,0,Palivizumab,palivizumab,,,,150,180,mg,milligram,,20035000,Intramuscular use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,,,,,,n,Palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,,palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,Palivizumab,J06BB16,,,,,
6-004.08,Parenterale Applikation von 180 mg bis unter 240 mg Palivizumab bei Patienten unter 3 Jahren,,0,Palivizumab,palivizumab,,,,180,240,mg,milligram,,20035000,Intramuscular use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,,,,,,n,Palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,,palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,Palivizumab,J06BB16,,,,,
6-004.09,Parenterale Applikation von 240 mg bis unter 300 mg Palivizumab bei Patienten unter 3 Jahren,,0,Palivizumab,palivizumab,,,,240,300,mg,milligram,,20035000,Intramuscular use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,,,,,,n,Palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,,palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,Palivizumab,J06BB16,,,,,
6-004.0a,Parenterale Applikation von 300 mg bis unter 360 mg Palivizumab bei Patienten unter 3 Jahren,,0,Palivizumab,palivizumab,,,,300,360,mg,milligram,,20035000,Intramuscular use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,,,,,,n,Palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,,palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,Palivizumab,J06BB16,,,,,
6-004.0b,Parenterale Applikation von 360 mg bis unter 420 mg Palivizumab bei Patienten unter 3 Jahren,,0,Palivizumab,palivizumab,,,,360,420,mg,milligram,,20035000,Intramuscular use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,,,,,,n,Palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,,palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,Palivizumab,J06BB16,,,,,
6-004.0c,Parenterale Applikation von 420 mg bis unter 480 mg Palivizumab bei Patienten unter 3 Jahren,,0,Palivizumab,palivizumab,,,,420,480,mg,milligram,,20035000,Intramuscular use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,,,,,,n,Palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,,palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,Palivizumab,J06BB16,,,,,
6-004.0d,Parenterale Applikation von 480 mg bis unter 540 mg Palivizumab bei Patienten unter 3 Jahren,,0,Palivizumab,palivizumab,,,,480,540,mg,milligram,,20035000,Intramuscular use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,,,,,,n,Palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,,palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,Palivizumab,J06BB16,,,,,
6-004.0e,Parenterale Applikation von 540 mg bis unter 600 mg Palivizumab bei Patienten unter 3 Jahren,,0,Palivizumab,palivizumab,,,,540,600,mg,milligram,,20035000,Intramuscular use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,,,,,,n,Palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,,palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,Palivizumab,J06BB16,,,,,
6-004.0f,Parenterale Applikation von 600 mg oder mehr Palivizumab bei Patienten unter 3 Jahren,,0,Palivizumab,palivizumab,,,,600,,mg,milligram,,20035000,Intramuscular use,AME-0011,Injection,ISI - 0033,Parenteral,,,,,,,,,,,,n,Palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,,palivizumab,palivizumab,DQ448MW7KS,30681,188039-54-5,Palivizumab,J06BB16,,,,,
6-004.10,Parenterale Applikation von 100 mg bis unter 200 mg Hämin bei Patienten unter 15 Jahren,,0,Hämin,hemin,,,,100,200,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,nein,,,,,,,,,,,,,,,,,,,,,,,
6-004.11,Parenterale Applikation von 200 mg bis unter 400 mg Hämin,,0,Hämin,hemin,,,,200,400,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-004.12,Parenterale Applikation von 400 mg bis unter 600 mg Hämin,,0,Hämin,hemin,,,,400,600,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-004.13,Parenterale Applikation von 600 mg bis unter 800 mg Hämin,,0,Hämin,hemin,,,,600,800,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-004.14,Parenterale Applikation von 800 mg bis unter 1.000 mg Hämin,,0,Hämin,hemin,,,,800,1000,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-004.15,Parenterale Applikation von 1.000 mg bis unter 1.400 mg Hämin,,0,Hämin,hemin,,,,1000,1400,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-004.16,Parenterale Applikation von 1.400 mg bis unter 1.800 mg Hämin,,0,Hämin,hemin,,,,1400,1800,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-004.17,Parenterale Applikation von 1.800 mg bis unter 2.200 mg Hämin,,0,Hämin,hemin,,,,1800,2200,mg,milligram,,20045000,Intravenous use,AME-0009,Infusion,ISI - 0033,Parenteral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
